,DA_LMP,DA_MCC,DA_MLC,RT_LMP,RT_MCC,RT_MLC,LMP_DELTA,MCC_DELTA,MLC_DELTA,LF_Planned,LF_Actual,Outage
2017-03-20 08:00:00,46.31,11.23,2.23,44.96,16.04,0.88,-1.35,4.81,-1.35,17690,17460,3930
2017-03-20 09:00:00,43.28,8.86,1.17,43.31,2.43,1.26,0.03,-6.43,0.09,17665,17394,3930
2017-03-20 10:00:00,40.55,5.87,1.05,36.91,8.96,0.92,-3.64,3.09,-0.13,17690,17421,3930
2017-03-20 11:00:00,36.76,2.76,1.03,29.55,0.53,0.98,-7.21,-2.23,-0.05,17630,17317,3930
2017-03-20 12:00:00,35.93,1.16,1.05,44.89,5.55,1.17,8.96,4.39,0.12,17507,17068,3930
2017-03-20 13:00:00,34.55,1.21,0.39,27.53,-6.55,0.99,-7.02,-7.76,0.6,17395,16973,3930
2017-03-20 14:00:00,34.83,-2.31,1.0,27.87,-10.54,0.68,-6.96,-8.23,-0.32,17214,16708,3930
2017-03-20 15:00:00,33.06,-2.5,0.01,26.97,-14.05,0.43,-6.09,-11.55,0.42,16985,16401,3930
2017-03-20 16:00:00,34.04,-2.4,0.01,30.94,-9.74,0.33,-3.1,-7.34,0.32,16866,16312,3930
2017-03-20 17:00:00,33.1,-2.99,0.01,36.04,-10.07,0.65,2.94,-7.08,0.64,16821,16305,3920
2017-03-20 18:00:00,38.0,-0.57,0.02,25.53,-29.6,1.12,-12.47,-29.03,1.1,16766,16420,3920
2017-03-20 19:00:00,45.78,-0.88,0.44,26.19,-2.21,0.57,-19.59,-1.33,0.13,17092,16804,3920
2017-03-20 20:00:00,38.75,-0.46,1.29,26.77,-1.15,0.45,-11.98,-0.69,-0.84,17259,17026,3920
2017-03-20 21:00:00,31.89,1.58,0.51,23.9,0.71,0.64,-7.99,-0.87,0.13,16595,16368,3920
2017-03-20 22:00:00,26.77,0.12,0.57,23.09,1.72,0.61,-3.68,1.6,0.04,15574,15303,3920
2017-03-20 23:00:00,24.71,0.83,0.83,21.89,1.44,0.5,-2.82,0.61,-0.33,14791,14625,3960
2017-03-21 00:00:00,22.6,0.58,0.37,19.99,0.93,0.48,-2.61,0.35,0.11,14113,14223,3960
2017-03-21 01:00:00,22.27,1.55,0.32,20.31,3.3,0.44,-1.96,1.75,0.12,13798,14045,3960
2017-03-21 02:00:00,22.19,1.6,0.62,21.85,6.18,0.43,-0.34,4.58,-0.19,13681,13849,3960
2017-03-21 03:00:00,22.78,1.89,0.34,20.31,1.9,0.49,-2.47,0.01,0.15,13727,13958,3960
2017-03-21 04:00:00,24.57,2.64,0.36,30.79,11.54,0.5,6.22,8.9,0.14,14087,14373,3960
2017-03-21 05:00:00,28.38,-2.13,0.71,57.65,30.34,0.72,29.27,32.47,0.01,15155,15406,4110
2017-03-21 06:00:00,41.6,3.12,1.33,42.33,10.08,0.95,0.73,6.96,-0.38,16938,17095,4120
2017-03-21 07:00:00,40.7,8.17,0.69,29.69,3.15,0.81,-11.01,-5.02,0.12,17842,18117,4440
2017-03-21 08:00:00,39.47,7.09,0.69,54.82,20.98,1.02,15.35,13.89,0.33,17788,18025,4640
2017-03-21 09:00:00,40.57,8.01,0.69,28.07,1.05,0.67,-12.5,-6.96,-0.02,17722,17969,4640
2017-03-21 10:00:00,38.65,5.7,0.45,26.66,0.04,0.38,-11.99,-5.66,-0.07,17671,17908,4640
2017-03-21 11:00:00,34.85,2.97,0.38,28.93,-5.75,0.6,-5.92,-8.72,0.22,17530,17686,4640
2017-03-21 12:00:00,34.33,1.68,0.39,27.23,-0.09,0.4,-7.1,-1.77,0.01,17352,17468,4640
2017-03-21 13:00:00,32.83,-0.67,1.06,30.83,-24.04,0.42,-2.0,-23.37,-0.64,17254,17337,4640
2017-03-21 14:00:00,32.95,-1.67,0.32,28.77,-41.07,0.5,-4.18,-39.4,0.18,17088,17090,4640
2017-03-21 15:00:00,32.61,-3.14,0.0,27.81,-41.35,0.85,-4.8,-38.21,0.85,16868,16835,4640
2017-03-21 16:00:00,32.8,-3.54,0.0,24.59,-9.24,0.44,-8.21,-5.7,0.44,16749,16674,4640
2017-03-21 17:00:00,33.02,-0.3,0.0,24.23,-5.57,0.54,-8.79,-5.27,0.54,16704,16621,4440
2017-03-21 18:00:00,37.57,1.77,0.01,23.68,-5.5,0.75,-13.89,-7.27,0.74,16646,16726,4430
2017-03-21 19:00:00,50.81,5.29,0.42,25.7,-4.1,0.88,-25.11,-9.39,0.46,17127,17219,4220
2017-03-21 20:00:00,39.05,2.2,0.86,25.2,-3.78,0.71,-13.85,-5.98,-0.15,17470,17595,4220
2017-03-21 21:00:00,31.34,2.3,0.84,23.48,-0.4,0.5,-7.86,-2.7,-0.34,16915,17075,3970
2017-03-21 22:00:00,27.36,1.49,0.39,23.39,0.12,0.47,-3.97,-1.37,0.08,15998,16232,3970
2017-03-21 23:00:00,24.87,1.13,0.42,22.8,0.07,0.45,-2.07,-1.06,0.03,15277,15554,3900
2017-03-22 00:00:00,24.54,1.89,0.09,21.3,-0.01,0.58,-3.24,-1.9,0.49,14997,15158,3900
2017-03-22 01:00:00,22.59,0.71,0.22,22.03,0.03,0.7,-0.56,-0.68,0.48,14725,14937,3900
2017-03-22 02:00:00,22.64,0.62,0.54,22.62,-0.04,0.74,-0.02,-0.66,0.2,14636,14839,3900
2017-03-22 03:00:00,23.03,0.43,0.23,22.7,-0.08,0.86,-0.33,-0.51,0.63,14682,14947,3900
2017-03-22 04:00:00,24.93,0.54,0.63,22.68,-0.74,0.94,-2.25,-1.28,0.31,15025,15297,3900
2017-03-22 05:00:00,33.22,-0.2,0.64,25.8,0.54,1.12,-7.42,0.74,0.48,16036,16295,3900
2017-03-22 06:00:00,49.49,5.29,2.17,40.5,5.1,1.66,-8.99,-0.19,-0.51,17722,17969,3900
2017-03-22 07:00:00,43.24,5.36,1.63,33.82,2.36,1.71,-9.42,-3.0,0.08,18463,18745,3900
2017-03-22 08:00:00,43.77,7.21,2.1,50.12,22.14,1.46,6.35,14.93,-0.64,18353,18569,3900
2017-03-22 09:00:00,42.35,6.25,2.09,87.76,56.11,1.68,45.41,49.86,-0.41,18183,18477,3900
2017-03-22 10:00:00,39.84,5.89,1.05,74.17,44.65,1.6,34.33,38.76,0.55,18036,18313,3900
2017-03-22 11:00:00,37.1,4.78,1.0,36.01,5.22,1.67,-1.09,0.44,0.67,17842,18007,3900
2017-03-22 12:00:00,36.88,3.54,1.16,62.68,14.54,2.42,25.8,11.0,1.26,17592,17887,3900
2017-03-22 13:00:00,35.04,1.77,1.0,42.16,2.63,1.85,7.12,0.86,0.85,17444,17843,3900
2017-03-22 14:00:00,34.36,0.39,1.01,31.05,-8.49,1.51,-3.31,-8.88,0.5,17203,17671,3900
2017-03-22 15:00:00,35.45,1.65,0.11,36.94,-9.83,1.31,1.49,-11.48,1.2,17028,17540,3900
2017-03-22 16:00:00,36.16,1.87,0.13,74.86,19.0,1.35,38.7,17.13,1.22,16930,17444,3900
2017-03-22 17:00:00,37.59,3.19,0.12,77.43,22.71,1.42,39.84,19.52,1.3,16988,17421,3900
2017-03-22 18:00:00,42.63,5.56,0.65,45.33,16.1,0.9,2.7,10.54,0.25,17024,17492,3900
2017-03-22 19:00:00,54.84,8.15,1.07,43.46,8.91,1.33,-11.38,0.76,0.26,17400,17920,3900
2017-03-22 20:00:00,46.91,9.98,0.78,70.66,26.72,1.72,23.75,16.74,0.94,17609,17994,3900
2017-03-22 21:00:00,39.83,10.82,0.37,47.84,23.16,0.86,8.01,12.34,0.49,16962,17314,3900
2017-03-22 22:00:00,36.74,10.8,0.55,56.7,33.8,0.8,19.96,23.0,0.25,15962,16284,3900
2017-03-22 23:00:00,35.6,11.86,0.64,32.15,11.11,0.59,-3.45,-0.75,-0.05,15194,15602,4290
2017-03-23 00:00:00,34.16,12.27,0.5,32.28,14.92,0.49,-1.88,2.65,-0.01,14673,15055,4290
2017-03-23 01:00:00,34.31,12.66,0.68,53.35,32.13,0.64,19.04,19.47,-0.04,14366,14671,4290
2017-03-23 02:00:00,33.73,12.08,0.69,42.2,22.38,0.6,8.47,10.3,-0.09,14248,14526,4290
2017-03-23 03:00:00,34.75,12.8,0.45,41.85,20.29,0.64,7.1,7.49,0.19,14262,14489,4290
2017-03-23 04:00:00,35.71,12.01,0.47,41.63,17.27,0.77,5.92,5.26,0.3,14588,14745,4290
2017-03-23 05:00:00,42.18,7.57,1.19,42.08,-6.3,1.67,-0.1,-13.87,0.48,15641,15707,4290
2017-03-23 06:00:00,54.91,11.19,1.94,60.19,11.01,1.99,5.28,-0.18,0.05,17307,17387,4290
2017-03-23 07:00:00,54.29,15.72,1.9,63.89,30.51,1.65,9.6,14.79,-0.25,18155,18367,4710
2017-03-23 08:00:00,50.66,14.43,1.79,68.82,38.36,1.41,18.16,23.93,-0.38,18051,18366,5080
2017-03-23 09:00:00,49.62,14.62,1.56,40.48,13.49,0.98,-9.14,-1.13,-0.58,17994,18309,5080
2017-03-23 10:00:00,47.63,14.53,0.93,33.54,5.87,0.91,-14.09,-8.66,-0.02,18006,18382,5040
2017-03-23 11:00:00,47.67,14.98,1.15,33.75,0.08,0.87,-13.92,-14.9,-0.28,17912,18284,5040
2017-03-23 12:00:00,45.34,11.39,0.97,34.74,8.07,0.76,-10.6,-3.32,-0.21,17772,18202,5040
2017-03-23 13:00:00,45.8,8.6,1.75,32.94,4.6,0.85,-12.86,-4.0,-0.9,17698,18166,4850
2017-03-23 14:00:00,47.32,5.24,1.45,26.96,-1.62,0.83,-20.36,-6.86,-0.62,17488,17999,4850
2017-03-23 15:00:00,46.62,-0.09,1.46,25.97,-4.09,0.69,-20.65,-4.0,-0.77,17269,17840,4760
2017-03-23 16:00:00,52.28,-1.47,1.98,27.77,-6.71,0.32,-24.51,-5.24,-1.66,17169,17612,4760
2017-03-23 17:00:00,45.57,2.51,0.72,26.53,-6.63,0.31,-19.04,-9.14,-0.41,17118,17517,4760
2017-03-23 18:00:00,43.55,2.58,0.7,25.44,-2.92,0.19,-18.11,-5.5,-0.51,17060,17253,4760
2017-03-23 19:00:00,54.35,8.64,0.88,28.5,-0.89,0.29,-25.85,-9.53,-0.59,17369,17524,4760
2017-03-23 20:00:00,45.45,6.73,0.76,26.17,-1.16,0.12,-19.28,-7.89,-0.64,17508,17394,4760
2017-03-23 21:00:00,37.98,9.44,0.43,22.44,-1.39,0.15,-15.54,-10.83,-0.28,16869,16794,4760
2017-03-23 22:00:00,33.61,7.94,0.93,21.26,-0.47,0.19,-12.35,-8.41,-0.74,15856,15780,4760
2017-03-23 23:00:00,27.26,4.29,0.7,21.73,-0.6,0.21,-5.53,-4.89,-0.49,15008,15098,4500
2017-03-24 00:00:00,27.28,6.49,0.49,16.19,-4.16,0.42,-11.09,-10.65,-0.07,14575,14563,4500
2017-03-24 01:00:00,25.12,5.97,0.06,13.43,-0.14,0.25,-11.69,-6.11,0.19,14189,14178,4500
2017-03-24 02:00:00,23.91,4.58,0.42,20.72,0.03,0.27,-3.19,-4.55,-0.15,14028,13899,4500
2017-03-24 03:00:00,23.77,4.14,0.39,21.07,0.02,0.26,-2.7,-4.12,-0.13,14008,13756,4500
2017-03-24 04:00:00,23.86,2.89,0.41,21.21,-0.49,0.36,-2.65,-3.38,-0.05,14263,14072,4500
2017-03-24 05:00:00,28.51,-0.32,0.67,24.5,-2.63,0.56,-4.01,-2.31,-0.11,15146,14898,4500
2017-03-24 06:00:00,41.41,3.34,0.84,28.23,-1.13,0.66,-13.18,-4.47,-0.18,16728,16391,4500
2017-03-24 07:00:00,39.04,6.18,0.76,28.69,-0.24,0.6,-10.35,-6.42,-0.16,17686,17382,4500
2017-03-24 08:00:00,40.62,8.17,1.09,30.96,-0.49,0.63,-9.66,-8.66,-0.46,17751,17416,4500
2017-03-24 09:00:00,39.97,7.87,1.07,30.44,-0.26,0.69,-9.53,-8.13,-0.38,17712,17459,4500
2017-03-24 10:00:00,38.18,6.22,1.07,32.79,-0.55,0.74,-5.39,-6.77,-0.33,17680,17571,4500
2017-03-24 11:00:00,36.43,4.32,0.99,26.52,-0.75,0.58,-9.91,-5.07,-0.41,17536,17519,4500
2017-03-24 12:00:00,38.22,4.28,0.57,29.42,-0.29,0.44,-8.8,-4.57,-0.13,17368,17365,4500
2017-03-24 13:00:00,38.73,4.51,0.11,29.03,-0.44,0.56,-9.7,-4.95,0.45,17262,17285,4500
2017-03-24 14:00:00,37.85,2.48,1.01,24.62,-0.95,0.34,-13.23,-3.43,-0.67,17009,17049,4500
2017-03-24 15:00:00,39.52,2.96,0.68,22.91,-1.75,0.42,-16.61,-4.71,-0.26,16724,16824,4500
2017-03-24 16:00:00,39.35,3.39,0.48,25.21,0.89,0.42,-14.14,-2.5,-0.06,16532,16718,4490
2017-03-24 17:00:00,37.37,2.79,1.07,28.48,4.53,0.5,-8.89,1.74,-0.57,16347,16624,4490
2017-03-24 18:00:00,39.65,5.91,0.22,28.96,4.48,0.55,-10.69,-1.43,0.33,16185,16517,4490
2017-03-24 19:00:00,48.06,10.86,1.04,30.73,6.83,0.6,-17.33,-4.03,-0.44,16426,16642,4490
2017-03-24 20:00:00,41.84,9.71,0.59,34.24,11.39,0.6,-7.6,1.68,0.01,16636,16640,4490
2017-03-24 21:00:00,36.96,10.03,0.25,30.04,6.77,0.59,-6.92,-3.26,0.34,16183,16180,4120
2017-03-24 22:00:00,36.62,12.96,0.09,28.02,5.45,0.51,-8.6,-7.51,0.42,15377,15446,4120
2017-03-24 23:00:00,33.19,11.33,0.64,24.03,2.7,0.42,-9.16,-8.63,-0.22,14598,14760,4300
2017-03-25 00:00:00,28.41,9.22,0.46,17.86,1.94,0.31,-10.55,-7.28,-0.15,13992,14178,4300
2017-03-25 01:00:00,26.23,9.98,0.2,33.54,21.65,0.19,7.31,11.67,-0.01,13582,13824,4300
2017-03-25 02:00:00,25.63,10.1,0.19,36.02,20.74,0.21,10.39,10.64,0.02,13382,13711,4300
2017-03-25 03:00:00,25.58,9.93,0.18,34.28,21.46,0.23,8.7,11.53,0.05,13306,13594,4300
2017-03-25 04:00:00,26.34,9.38,0.2,38.03,24.11,0.23,11.69,14.73,0.03,13405,13712,4300
2017-03-25 05:00:00,27.4,7.85,0.26,36.62,19.9,0.23,9.22,12.05,-0.03,13792,14186,4300
2017-03-25 06:00:00,33.1,10.65,0.28,24.15,4.86,0.33,-8.95,-5.79,0.05,14438,14828,4300
2017-03-25 07:00:00,31.78,8.61,0.31,20.44,-0.08,0.45,-11.34,-8.69,0.14,15135,15372,4300
2017-03-25 08:00:00,33.1,7.26,1.0,22.87,-0.13,0.58,-10.23,-7.39,-0.42,15639,15956,4300
2017-03-25 09:00:00,33.06,6.56,0.7,23.65,-0.66,0.62,-9.41,-7.22,-0.08,15922,16491,4300
2017-03-25 10:00:00,30.65,4.09,0.04,23.48,-0.55,0.61,-7.17,-4.64,0.57,15979,16686,4300
2017-03-25 11:00:00,31.1,3.2,1.37,23.59,-2.0,0.7,-7.51,-5.2,-0.67,15828,16637,4300
2017-03-25 12:00:00,29.16,1.72,1.01,22.82,-0.58,0.61,-6.34,-2.3,-0.4,15592,16425,4300
2017-03-25 13:00:00,29.33,1.11,0.08,22.95,-0.3,0.56,-6.38,-1.41,0.48,15336,16147,4300
2017-03-25 14:00:00,29.5,-0.14,0.08,22.78,-0.08,0.52,-6.72,0.06,0.44,15111,15804,4300
2017-03-25 15:00:00,31.43,-1.95,0.65,22.68,-0.33,0.51,-8.75,1.62,-0.14,14946,15608,4300
2017-03-25 16:00:00,33.4,-3.4,0.69,24.03,-0.38,0.47,-9.37,3.02,-0.22,14960,15584,4300
2017-03-25 17:00:00,32.58,-3.4,0.68,23.69,-0.51,0.47,-8.89,2.89,-0.21,15032,15551,3930
2017-03-25 18:00:00,32.51,-1.62,0.51,25.51,-0.2,0.39,-7.0,1.42,-0.12,15055,15622,3930
2017-03-25 19:00:00,33.29,-2.77,0.5,28.45,-0.11,0.49,-4.84,2.66,-0.01,15366,15862,3930
2017-03-25 20:00:00,28.62,-2.79,0.55,24.06,-0.36,0.4,-4.56,2.43,-0.15,15655,15953,3930
2017-03-25 21:00:00,24.67,-0.2,0.38,23.22,-0.51,0.34,-1.45,-0.31,-0.04,15254,15461,3930
2017-03-25 22:00:00,23.58,0.49,0.02,22.95,-0.46,0.31,-0.63,-0.95,0.29,14616,14851,3930
2017-03-25 23:00:00,22.45,0.82,0.33,22.21,0.0,0.24,-0.24,-0.82,-0.09,13979,14222,3960
2017-03-26 00:00:00,21.21,-0.81,0.72,22.37,0.0,0.15,1.16,0.81,-0.57,13628,13674,3990
2017-03-26 01:00:00,20.83,-0.77,0.72,22.56,0.0,0.07,1.73,0.77,-0.65,13256,13326,3990
2017-03-26 02:00:00,20.61,-0.73,0.82,22.52,0.0,0.07,1.91,0.73,-0.75,13075,13084,3990
2017-03-26 03:00:00,20.01,-0.87,0.36,22.37,0.0,0.12,2.36,0.87,-0.24,12986,13027,3990
2017-03-26 04:00:00,20.01,-0.96,0.38,22.14,0.0,0.12,2.13,0.96,-0.26,13031,13094,3990
2017-03-26 05:00:00,21.0,-0.73,0.3,22.52,0.0,0.23,1.52,0.73,-0.07,13293,13346,3990
2017-03-26 06:00:00,22.59,-0.53,0.46,22.92,0.0,0.24,0.33,0.53,-0.22,13763,13731,3990
2017-03-26 07:00:00,23.24,-0.3,0.42,22.6,0.0,0.25,-0.64,0.3,-0.17,14293,14222,4020
2017-03-26 08:00:00,24.75,-0.21,0.4,23.98,-0.08,0.2,-0.77,0.13,-0.2,14759,14764,4020
2017-03-26 09:00:00,26.47,-0.44,0.77,25.28,-0.21,0.19,-1.19,0.23,-0.58,15042,15154,4020
2017-03-26 10:00:00,27.28,-0.62,0.68,25.67,-0.23,0.16,-1.61,0.39,-0.52,15163,15298,4020
2017-03-26 11:00:00,26.97,-1.2,0.6,26.75,-0.21,0.07,-0.22,0.99,-0.53,15192,15386,4020
2017-03-26 12:00:00,27.17,-2.38,0.71,26.66,-5.37,0.07,-0.51,-2.99,-0.64,15206,15361,4020
2017-03-26 13:00:00,27.33,-4.59,0.66,25.01,-2.58,0.04,-2.32,2.01,-0.62,15128,15127,4020
2017-03-26 14:00:00,26.48,-6.21,0.76,25.84,-14.13,-0.1,-0.64,-7.92,-0.86,15022,14945,4020
2017-03-26 15:00:00,27.61,-8.97,0.99,27.15,-9.92,-0.29,-0.46,-0.95,-1.28,14959,14872,3990
2017-03-26 16:00:00,28.81,-9.14,0.87,31.25,-1.77,-0.4,2.44,7.37,-1.27,15042,15055,3990
2017-03-26 17:00:00,30.42,-5.5,0.72,24.69,-1.9,-0.14,-5.73,3.6,-0.86,15255,15290,3990
2017-03-26 18:00:00,31.7,-3.19,0.72,25.06,-0.69,0.04,-6.64,2.5,-0.68,15450,15460,3990
2017-03-26 19:00:00,35.97,-3.1,0.12,28.87,-0.02,-0.07,-7.1,3.08,-0.19,15885,15794,3990
2017-03-26 20:00:00,31.39,-3.32,0.66,26.36,-0.01,-0.06,-5.03,3.31,-0.72,16038,15915,3990
2017-03-26 21:00:00,25.3,-1.6,0.63,23.68,-0.01,-0.11,-1.62,1.59,-0.74,15560,15387,3990
2017-03-26 22:00:00,23.36,-0.65,0.62,22.54,0.0,0.03,-0.82,0.65,-0.59,14744,14523,3990
2017-03-26 23:00:00,22.04,-0.21,0.38,22.36,0.0,0.19,0.32,0.21,-0.19,14027,13749,3990
2017-03-27 00:00:00,21.63,-0.56,0.72,21.57,0.0,0.31,-0.06,0.56,-0.41,13673,13346,3990
2017-03-27 01:00:00,21.45,-0.42,0.71,21.81,0.0,0.35,0.36,0.42,-0.36,13427,13174,3990
2017-03-27 02:00:00,21.13,-0.65,0.83,21.77,0.0,0.38,0.64,0.65,-0.45,13367,13102,3990
2017-03-27 03:00:00,21.02,-0.56,0.36,21.95,0.0,0.45,0.93,0.56,0.09,13430,13188,3990
2017-03-27 04:00:00,22.37,-0.29,0.39,22.81,0.0,0.55,0.44,0.29,0.16,13779,13569,3990
2017-03-27 05:00:00,27.41,-0.99,0.37,27.25,0.0,0.76,-0.16,0.99,0.39,14811,14569,3990
2017-03-27 06:00:00,36.44,-0.16,0.71,51.35,-0.01,1.47,14.91,0.15,0.76,16526,16266,4010
2017-03-27 07:00:00,34.19,-0.63,0.59,31.81,0.0,1.19,-2.38,0.63,0.6,17543,17192,4010
2017-03-27 08:00:00,34.51,-0.18,0.54,42.34,0.0,1.79,7.83,0.18,1.25,17672,17326,4010
2017-03-27 09:00:00,35.18,-0.95,1.02,46.17,0.0,2.09,10.99,0.95,1.07,17628,17249,4010
2017-03-27 10:00:00,36.51,-1.64,0.91,35.73,-0.01,1.49,-0.78,1.63,0.58,17627,17232,4010
2017-03-27 11:00:00,34.01,-3.18,0.78,45.5,-0.03,1.79,11.49,3.15,1.01,17508,17072,4010
2017-03-27 12:00:00,34.12,-4.75,0.91,36.29,-0.02,1.24,2.17,4.73,0.33,17365,16926,4160
2017-03-27 13:00:00,33.47,-7.82,0.85,53.76,-1.46,1.54,20.29,6.36,0.69,17240,16860,4160
2017-03-27 14:00:00,32.17,-9.85,0.97,35.48,-4.2,0.74,3.31,5.65,-0.23,16968,16700,4160
2017-03-27 15:00:00,31.4,-12.5,1.2,40.06,-4.26,0.67,8.66,8.24,-0.53,16737,16427,4160
2017-03-27 16:00:00,31.64,-12.87,1.01,30.25,-3.89,0.28,-1.39,8.98,-0.73,16632,16219,4160
2017-03-27 17:00:00,32.5,-11.0,0.87,30.81,-1.06,0.2,-1.69,9.94,-0.67,16612,16110,4160
2017-03-27 18:00:00,35.0,-6.99,0.85,30.88,0.06,0.27,-4.12,7.05,-0.58,16567,16043,4160
2017-03-27 19:00:00,38.48,-7.24,0.11,43.36,0.32,0.6,4.88,7.56,0.49,16808,16383,4160
2017-03-27 20:00:00,33.17,-5.81,0.73,44.19,0.31,0.63,11.02,6.12,-0.1,17026,16673,4160
2017-03-27 21:00:00,27.46,-3.01,0.69,30.04,0.09,0.42,2.58,3.1,-0.27,16411,16023,4160
2017-03-27 22:00:00,25.14,-0.97,0.67,27.31,-0.01,0.58,2.17,0.96,-0.09,15397,15023,4160
2017-03-27 23:00:00,23.16,0.27,0.38,23.68,0.0,0.48,0.52,-0.27,0.1,14622,14350,4320
2017-03-28 00:00:00,22.25,-0.23,0.57,22.94,0.0,0.47,0.69,0.23,-0.1,13843,13879,4320
2017-03-28 01:00:00,21.21,-0.14,0.05,22.88,0.0,0.49,1.67,0.14,0.44,13516,13664,4320
2017-03-28 02:00:00,21.42,0.25,0.07,22.77,0.0,0.51,1.35,-0.25,0.44,13399,13512,4320
2017-03-28 03:00:00,21.52,0.0,0.05,22.8,0.0,0.5,1.28,0.0,0.45,13436,13583,4320
2017-03-28 04:00:00,23.02,0.12,0.45,25.24,0.0,0.56,2.22,-0.12,0.11,13771,13886,4320
2017-03-28 05:00:00,28.81,-0.18,-0.08,30.02,0.0,0.83,1.21,0.18,0.91,14777,14844,4370
2017-03-28 06:00:00,38.76,-0.42,0.04,33.3,-0.01,0.85,-5.46,0.41,0.81,16484,16511,4410
2017-03-28 07:00:00,36.03,-0.36,0.65,35.69,-0.02,1.02,-0.34,0.34,0.37,17401,17232,4410
2017-03-28 08:00:00,35.43,0.24,0.63,45.36,-0.03,1.51,9.93,-0.27,0.88,17402,17212,4410
2017-03-28 09:00:00,35.16,-0.72,0.84,38.18,-0.01,1.32,3.02,0.71,0.48,17214,17154,4000
2017-03-28 10:00:00,36.37,-0.82,0.88,46.42,-0.02,1.45,10.05,0.8,0.57,17128,17072,4000
2017-03-28 11:00:00,35.1,-1.36,-0.09,41.82,0.0,1.09,6.72,1.36,1.18,16957,16871,4000
2017-03-28 12:00:00,37.26,-1.54,-0.11,53.86,-0.02,0.96,16.6,1.52,1.07,16772,16727,4000
2017-03-28 13:00:00,36.97,-5.73,0.29,47.76,-42.09,0.67,10.79,-36.36,0.38,16629,16682,4000
2017-03-28 14:00:00,35.05,-10.8,-0.35,37.05,-45.54,-0.02,2.0,-34.74,0.33,16394,16473,4000
2017-03-28 15:00:00,34.48,-13.72,-0.38,39.41,-133.36,-0.62,4.93,-119.64,-0.24,16139,16231,3990
2017-03-28 16:00:00,35.6,-17.16,-0.26,38.99,-125.32,-0.6,3.39,-108.16,-0.34,16014,16089,3990
2017-03-28 17:00:00,35.83,-9.77,-0.25,30.75,-31.03,0.23,-5.08,-21.26,0.48,15982,15999,3990
2017-03-28 18:00:00,36.43,-3.9,-0.08,29.23,-0.71,0.24,-7.2,3.19,0.32,15945,15984,3990
2017-03-28 19:00:00,43.52,-3.63,-0.27,37.43,-3.95,0.61,-6.09,-0.32,0.88,16242,16278,3990
2017-03-28 20:00:00,36.01,-2.48,-0.01,32.43,-0.33,0.48,-3.58,2.15,0.49,16627,16607,3710
2017-03-28 21:00:00,29.31,1.95,-0.19,28.3,-3.6,0.63,-1.01,-5.55,0.82,15999,15991,3710
2017-03-28 22:00:00,26.94,3.31,-0.17,25.65,-0.07,0.59,-1.29,-3.38,0.76,14986,14931,3710
2017-03-28 23:00:00,24.5,2.82,-0.08,23.7,-0.02,0.43,-0.8,-2.84,0.51,14275,14236,3830
2017-03-29 00:00:00,22.77,-0.03,0.71,22.87,-2.04,0.45,0.1,-2.01,-0.26,13674,13696,3830
2017-03-29 01:00:00,21.97,0.21,0.3,22.31,-0.07,0.42,0.34,-0.28,0.12,13365,13426,3830
2017-03-29 02:00:00,21.71,0.1,0.31,22.54,-1.26,0.46,0.83,-1.36,0.15,13240,13304,3830
2017-03-29 03:00:00,21.98,0.11,0.17,22.21,0.0,0.49,0.23,-0.11,0.32,13268,13335,3830
2017-03-29 04:00:00,22.59,-0.13,-0.07,23.48,0.0,0.55,0.89,0.13,0.62,13595,13672,3830
2017-03-29 05:00:00,27.2,-1.38,0.4,26.88,-1.84,0.71,-0.32,-0.46,0.31,14600,14637,3830
2017-03-29 06:00:00,38.21,1.59,0.49,27.38,-1.74,0.93,-10.83,-3.33,0.44,16267,16393,3830
2017-03-29 07:00:00,33.86,1.73,0.81,25.78,-1.71,1.0,-8.08,-3.44,0.19,17087,17264,3830
2017-03-29 08:00:00,33.6,2.44,0.95,27.49,-2.08,1.23,-6.11,-4.52,0.28,17102,17317,3850
2017-03-29 09:00:00,34.51,2.59,0.81,26.87,-1.81,1.08,-7.64,-4.4,0.27,17089,17369,3850
2017-03-29 10:00:00,36.72,3.54,1.12,30.54,3.47,0.96,-6.18,-0.07,-0.16,17091,17434,3970
2017-03-29 11:00:00,35.45,2.55,0.85,34.8,6.43,0.9,-0.65,3.88,0.05,17041,17382,3950
2017-03-29 12:00:00,34.8,2.43,0.52,35.23,4.69,0.8,0.43,2.26,0.28,16896,17378,3950
2017-03-29 13:00:00,34.3,1.18,0.53,46.79,14.66,0.78,12.49,13.48,0.25,16886,17400,3950
2017-03-29 14:00:00,34.51,1.06,0.51,46.57,11.52,0.7,12.06,10.46,0.19,16723,17199,3950
2017-03-29 15:00:00,36.33,1.99,0.81,25.85,-20.22,0.78,-10.48,-22.21,-0.03,16512,17071,3950
2017-03-29 16:00:00,38.32,3.16,0.83,24.64,-8.1,0.5,-13.68,-11.26,-0.33,16456,17158,3950
2017-03-29 17:00:00,39.62,6.37,0.78,23.96,0.79,0.39,-15.66,-5.58,-0.39,16418,17196,3950
2017-03-29 18:00:00,41.09,8.0,0.87,56.43,31.83,0.45,15.34,23.83,-0.42,16340,17085,3950
2017-03-29 19:00:00,46.75,10.05,0.21,41.18,7.93,0.7,-5.57,-2.12,0.49,16546,17295,3950
2017-03-29 20:00:00,43.57,12.47,0.17,33.96,11.08,0.43,-9.61,-1.39,0.26,16792,17350,3950
